product_id,product_name,category,brand,original_price,current_price,discount_percent,rating,num_reviews,monthly_sales,stock_quantity,prime_eligible,date_added,seller_type,shipping_weight,dimensions,availability
ASIN_000049,Samsung Electronics Product 49,Electronics,Samsung,697.69,697.69,0.0,4.3,122,11,362,True,2023-03-16,Amazon Warehouse,5.23,11x22x29,In Stock
ASIN_000050,Apple Electronics Product 50,Electronics,Apple,1488.13,1488.13,0.0,3.9,5,0,79,True,2023-06-10,Amazon,1.0,47x26x28,Pre-order
ASIN_000051,Simon & Schuster Books Product 51,Books,Simon & Schuster,8.55,5.57,34.9,2.8,30,5,92,False,2023-01-19,Amazon,0.24,18x6x24,Pre-order
ASIN_000052,Black & Decker Garden & Outdoor Product 52,Garden & Outdoor,Black & Decker,281.23,281.23,0.0,4.7,286,50,337,True,2023-03-28,Amazon Warehouse,7.82,36x11x10,Pre-order
ASIN_000053,Unilever Health & Household Product 53,Health & Household,Unilever,7.57,7.57,0.0,3.9,4,2,76,True,2023-04-06,Amazon Warehouse,9.07,36x47x18,Limited Stock
ASIN_000054,Random House Books Product 54,Books,Random House,24.68,24.68,0.0,4.3,0,1,32,True,2024-07-01,Third-party,2.16,22x6x3,Limited Stock
ASIN_000055,L'Oreal Beauty & Personal Care Product 55,Beauty & Personal Care,L'Oreal,124.44,99.08,20.4,3.1,28,6,18,True,2024-09-23,Amazon Warehouse,8.55,27x36x19,In Stock
ASIN_000056,Tommy Hilfiger Clothing Product 56,Clothing,Tommy Hilfiger,153.16,110.18,28.1,4.1,108,14,203,True,2023-03-16,Third-party,3.56,25x46x6,In Stock
ASIN_000057,Random House Books Product 57,Books,Random House,28.92,26.6,8.0,3.8,3,3,40,True,2024-03-30,Amazon Warehouse,1.8,21x30x23,Pre-order
ASIN_000058,North Face Sports & Outdoors Product 58,Sports & Outdoors,North Face,321.93,321.93,0.0,4.4,29,7,49,False,2023-11-08,Amazon Warehouse,0.58,40x24x21,In Stock
ASIN_000059,Pedigree Pet Supplies Product 59,Pet Supplies,Pedigree,123.06,114.06,7.3,4.8,8,2,26,True,2023-05-11,Amazon,0.26,48x48x21,Limited Stock
ASIN_000060,Nike Clothing Product 60,Clothing,Nike,92.56,92.56,0.0,4.7,20,2,64,True,2023-12-05,Third-party,2.74,25x21x25,Pre-order
ASIN_000061,Random House Books Product 61,Books,Random House,38.41,25.48,33.7,4.0,5,3,41,True,2023-09-07,Third-party,0.85,19x11x11,Pre-order
ASIN_000062,Mobil Automotive Product 62,Automotive,Mobil,208.75,208.75,0.0,3.7,1,1,68,False,2023-06-08,Amazon,1.01,48x49x4,Pre-order
ASIN_000063,Hasbro Toys & Games Product 63,Toys & Games,Hasbro,178.72,127.14,28.9,3.3,29,6,22,True,2024-02-18,Amazon,0.1,17x17x20,Pre-order
ASIN_000064,Adidas Sports & Outdoors Product 64,Sports & Outdoors,Adidas,752.78,752.78,0.0,3.9,44,3,19,True,2024-11-19,Third-party,0.33,18x34x20,Pre-order
ASIN_000065,Apple Electronics Product 65,Electronics,Apple,627.8,530.41,15.5,4.9,35,25,70,False,2023-11-06,Amazon,1.97,49x14x13,Pre-order
ASIN_000066,Dell Electronics Product 66,Electronics,Dell,394.23,394.23,0.0,3.5,1,1,58,True,2024-07-26,Amazon,0.7,39x22x19,In Stock
ASIN_000067,Under Armour Sports & Outdoors Product 67,Sports & Outdoors,Under Armour,144.27,144.27,0.0,4.4,104,10,147,False,2024-09-26,Amazon,0.38,13x7x27,Limited Stock
ASIN_000068,HarperCollins Books Product 68,Books,HarperCollins,43.79,43.79,0.0,3.7,7,0,47,True,2023-06-25,Amazon Warehouse,1.47,10x41x18,Limited Stock
ASIN_000069,Miracle-Gro Garden & Outdoor Product 69,Garden & Outdoor,Miracle-Gro,419.46,419.46,0.0,4.2,120,14,105,True,2023-10-16,Amazon,4.32,23x20x10,In Stock
ASIN_000070,LEGO Toys & Games Product 70,Toys & Games,LEGO,60.38,53.09,12.1,4.8,12,0,69,False,2023-01-31,Third-party,3.6,14x36x13,Pre-order
ASIN_000071,Huggies Baby Products Product 71,Baby Products,Huggies,80.16,43.37,45.9,3.1,3,3,36,False,2023-12-31,Amazon,3.13,10x23x9,Limited Stock
ASIN_000072,Nikon Electronics Product 72,Electronics,Nikon,1105.47,571.15,48.3,4.0,349,79,291,False,2024-02-05,Third-party,1.85,5x26x28,Limited Stock
ASIN_000073,Adidas Sports & Outdoors Product 73,Sports & Outdoors,Adidas,82.89,46.95,43.4,4.5,93,23,38,True,2023-06-06,Third-party,0.81,36x6x17,Limited Stock
ASIN_000074,Nike Sports & Outdoors Product 74,Sports & Outdoors,Nike,552.39,552.39,0.0,4.6,66,17,15,True,2024-06-22,Amazon Warehouse,7.0,29x21x23,Pre-order
ASIN_000075,Playmobil Toys & Games Product 75,Toys & Games,Playmobil,43.43,43.43,0.0,4.1,48,2,12,True,2024-03-30,Third-party,0.37,48x24x6,In Stock
ASIN_000076,Scotts Garden & Outdoor Product 76,Garden & Outdoor,Scotts,348.3,295.53,15.2,4.7,83,8,90,True,2023-10-28,Third-party,2.93,42x45x10,Pre-order
ASIN_000077,Olay Beauty & Personal Care Product 77,Beauty & Personal Care,Olay,111.4,111.4,0.0,4.5,22,0,49,True,2023-01-02,Third-party,1.63,45x17x3,Pre-order
ASIN_000078,Random House Books Product 78,Books,Random House,42.63,33.63,21.1,3.7,53,4,70,True,2024-01-05,Amazon Warehouse,5.57,12x32x22,Pre-order
ASIN_000079,Hill's Pet Supplies Product 79,Pet Supplies,Hill's,74.5,74.5,0.0,3.7,34,1,23,True,2023-03-28,Amazon Warehouse,2.2,29x49x21,Limited Stock
ASIN_000080,Scotts Garden & Outdoor Product 80,Garden & Outdoor,Scotts,154.95,154.95,0.0,4.7,119,19,131,True,2024-12-14,Third-party,1.13,33x19x3,Pre-order
ASIN_000081,Columbia Sports & Outdoors Product 81,Sports & Outdoors,Columbia,676.35,676.35,0.0,4.1,127,17,431,True,2024-02-24,Amazon Warehouse,0.16,38x40x4,In Stock
ASIN_000082,Simon & Schuster Books Product 82,Books,Simon & Schuster,33.1,33.1,0.0,4.7,85,20,35,True,2023-03-25,Amazon Warehouse,1.9,10x21x29,In Stock
ASIN_000083,Scotts Garden & Outdoor Product 83,Garden & Outdoor,Scotts,207.92,207.92,0.0,2.7,6,0,19,False,2023-09-27,Third-party,0.9,33x14x14,Limited Stock
ASIN_000084,Simon & Schuster Books Product 84,Books,Simon & Schuster,42.81,42.81,0.0,4.2,15,1,46,True,2023-11-01,Third-party,3.82,48x32x17,Limited Stock
ASIN_000085,STP Automotive Product 85,Automotive,STP,870.91,870.91,0.0,4.0,107,12,334,True,2024-04-29,Amazon Warehouse,5.53,9x37x19,In Stock
ASIN_000086,Purina Pet Supplies Product 86,Pet Supplies,Purina,121.09,77.53,36.0,2.9,18,3,48,True,2023-05-31,Amazon Warehouse,0.16,49x20x20,Limited Stock
ASIN_000087,Adidas Clothing Product 87,Clothing,Adidas,72.53,72.53,0.0,4.4,22,2,64,True,2023-05-25,Amazon,3.65,44x16x29,In Stock
ASIN_000088,Samsung Electronics Product 88,Electronics,Samsung,1865.35,1193.29,36.0,4.3,86,25,75,True,2023-12-10,Amazon,0.8,11x29x23,Limited Stock
ASIN_000089,Playmobil Toys & Games Product 89,Toys & Games,Playmobil,75.05,58.92,21.5,4.4,26,0,53,True,2024-09-13,Third-party,2.16,6x13x5,Limited Stock
ASIN_000090,HarperCollins Books Product 90,Books,HarperCollins,30.78,30.78,0.0,4.5,66,10,96,True,2023-05-04,Amazon,6.29,40x15x21,Limited Stock
ASIN_000091,HarperCollins Books Product 91,Books,HarperCollins,10.53,10.53,0.0,4.3,26,3,36,True,2024-10-31,Third-party,2.62,17x8x28,In Stock
ASIN_000092,P&G Health & Household Product 92,Health & Household,P&G,16.58,16.58,0.0,4.6,101,20,475,True,2023-06-21,Amazon,0.19,46x17x25,Limited Stock
ASIN_000093,Pedigree Pet Supplies Product 93,Pet Supplies,Pedigree,131.22,131.22,0.0,3.7,4,1,51,True,2023-06-03,Third-party,0.69,8x28x21,Pre-order
ASIN_000094,Chicco Baby Products Product 94,Baby Products,Chicco,257.58,257.58,0.0,4.0,46,4,58,False,2024-10-16,Third-party,0.62,11x36x13,In Stock
ASIN_000095,Fisher-Price Baby Products Product 95,Baby Products,Fisher-Price,81.1,81.1,0.0,4.4,17,2,76,False,2024-04-03,Amazon Warehouse,9.58,23x8x28,Limited Stock
ASIN_000096,Colgate Health & Household Product 96,Health & Household,Colgate,37.04,37.04,0.0,4.8,94,15,79,True,2024-01-16,Amazon,1.32,26x10x4,Pre-order
ASIN_000097,Adidas Sports & Outdoors Product 97,Sports & Outdoors,Adidas,795.46,518.78,34.8,4.5,120,30,382,True,2024-10-31,Amazon Warehouse,1.3,20x16x19,In Stock
ASIN_000098,Ninja Home & Kitchen Product 98,Home & Kitchen,Ninja,164.41,83.59,49.2,4.8,2,4,74,True,2023-06-10,Amazon Warehouse,1.98,16x42x22,In Stock
ASIN_000099,Calvin Klein Clothing Product 99,Clothing,Calvin Klein,216.99,216.99,0.0,4.6,11,4,82,True,2024-04-10,Third-party,1.55,39x26x13,In Stock
ASIN_000100,Simon & Schuster Books Product 100,Books,Simon & Schuster,32.13,32.13,0.0,3.9,28,5,39,False,2024-02-09,Amazon Warehouse,0.15,31x6x5,In Stock
ASIN_000101,Worx Garden & Outdoor Product 101,Garden & Outdoor,Worx,227.28,227.28,0.0,4.2,285,34,159,False,2024-04-26,Third-party,0.24,38x8x27,Limited Stock
ASIN_000102,Playmobil Toys & Games Product 102,Toys & Games,Playmobil,58.02,58.02,0.0,4.6,44,9,41,True,2023-12-11,Amazon Warehouse,0.22,15x35x26,In Stock
ASIN_000103,Castrol Automotive Product 103,Automotive,Castrol,311.41,235.53,24.4,3.5,35,6,49,True,2024-09-19,Third-party,1.14,39x11x29,Limited Stock
ASIN_000104,KONG Pet Supplies Product 104,Pet Supplies,KONG,88.68,88.68,0.0,4.0,57,7,88,False,2023-06-22,Amazon,0.19,21x39x19,Pre-order
ASIN_000105,Johnson & Johnson Health & Household Product 105,Health & Household,Johnson & Johnson,57.06,57.06,0.0,4.5,15,1,91,True,2024-02-26,Amazon Warehouse,1.1,46x17x19,In Stock
ASIN_000106,Gap Clothing Product 106,Clothing,Gap,287.27,287.27,0.0,3.4,12,0,67,False,2023-08-20,Amazon,1.34,15x38x10,In Stock
ASIN_000107,Columbia Sports & Outdoors Product 107,Sports & Outdoors,Columbia,718.72,718.72,0.0,3.8,6,1,74,True,2023-07-19,Third-party,0.28,47x5x15,Limited Stock
ASIN_000108,Columbia Sports & Outdoors Product 108,Sports & Outdoors,Columbia,646.65,583.66,9.7,4.5,703,158,2646,True,2023-12-18,Amazon,0.24,14x42x17,Pre-order
ASIN_000109,Johnson & Johnson Health & Household Product 109,Health & Household,Johnson & Johnson,12.81,12.81,0.0,3.7,4,0,87,True,2023-08-05,Amazon Warehouse,1.61,14x25x6,In Stock
ASIN_000110,Purina Pet Supplies Product 110,Pet Supplies,Purina,65.64,65.64,0.0,4.1,206,10,60,False,2024-02-06,Amazon,0.61,29x44x29,In Stock
ASIN_000111,Miracle-Gro Garden & Outdoor Product 111,Garden & Outdoor,Miracle-Gro,343.55,266.29,22.5,4.5,51,27,30,True,2023-08-23,Amazon,0.73,32x33x15,Pre-order
ASIN_000112,Simon & Schuster Books Product 112,Books,Simon & Schuster,14.92,14.92,0.0,4.6,96,14,86,False,2023-07-05,Amazon,0.12,5x48x7,Pre-order
ASIN_000113,Black & Decker Garden & Outdoor Product 113,Garden & Outdoor,Black & Decker,532.43,532.43,0.0,4.3,47,5,55,True,2024-08-24,Third-party,3.76,16x21x16,In Stock
ASIN_000114,Black & Decker Garden & Outdoor Product 114,Garden & Outdoor,Black & Decker,145.41,145.41,0.0,3.9,16,1,67,True,2023-01-20,Third-party,3.13,39x30x7,Limited Stock
ASIN_000115,Huggies Baby Products Product 115,Baby Products,Huggies,203.97,193.6,5.1,4.3,233,21,52,True,2024-06-19,Amazon Warehouse,2.36,22x23x21,In Stock
ASIN_000116,Gap Clothing Product 116,Clothing,Gap,157.0,157.0,0.0,4.6,77,17,64,False,2024-10-21,Amazon Warehouse,3.18,31x19x8,In Stock
ASIN_000117,Black & Decker Garden & Outdoor Product 117,Garden & Outdoor,Black & Decker,594.94,594.94,0.0,4.0,121,16,308,True,2024-07-16,Third-party,5.75,46x39x16,In Stock
ASIN_000118,Unilever Health & Household Product 118,Health & Household,Unilever,26.43,20.63,21.9,3.2,109,16,329,True,2023-12-30,Third-party,0.39,35x24x26,In Stock
ASIN_000119,Hasbro Toys & Games Product 119,Toys & Games,Hasbro,102.33,102.33,0.0,4.1,49,3,98,False,2024-08-18,Amazon Warehouse,2.03,47x25x6,In Stock
ASIN_000120,Mattel Toys & Games Product 120,Toys & Games,Mattel,73.31,73.31,0.0,4.1,65,6,57,False,2023-05-11,Third-party,2.68,41x28x19,Pre-order
ASIN_000121,Colgate Health & Household Product 121,Health & Household,Colgate,49.07,49.07,0.0,4.8,14,5,80,False,2023-02-12,Amazon Warehouse,0.24,26x21x4,Limited Stock
ASIN_000122,Maybelline Beauty & Personal Care Product 122,Beauty & Personal Care,Maybelline,21.44,21.44,0.0,4.8,235,67,147,True,2024-08-10,Third-party,0.23,44x42x29,In Stock
ASIN_000123,Chemical Guys Automotive Product 123,Automotive,Chemical Guys,470.06,470.06,0.0,4.5,15,0,95,True,2023-03-20,Amazon,4.33,32x18x29,Limited Stock
ASIN_000124,Maybelline Beauty & Personal Care Product 124,Beauty & Personal Care,Maybelline,142.53,142.53,0.0,4.2,8,1,53,True,2024-11-09,Third-party,2.24,29x47x21,Limited Stock
ASIN_000125,North Face Sports & Outdoors Product 125,Sports & Outdoors,North Face,366.83,366.83,0.0,4.0,44,6,24,True,2023-09-16,Amazon,4.65,47x44x8,Pre-order
ASIN_000126,Penguin Books Product 126,Books,Penguin,13.91,11.95,14.1,3.8,21,9,28,True,2023-09-17,Amazon Warehouse,11.77,35x31x7,In Stock
ASIN_000127,Fisher-Price Baby Products Product 127,Baby Products,Fisher-Price,174.53,174.53,0.0,4.1,115,15,314,True,2023-07-30,Amazon,2.95,15x6x17,In Stock
ASIN_000128,Adidas Sports & Outdoors Product 128,Sports & Outdoors,Adidas,530.04,530.04,0.0,3.9,17,1,37,True,2024-11-05,Amazon Warehouse,0.41,45x22x28,Pre-order
ASIN_000129,Olay Beauty & Personal Care Product 129,Beauty & Personal Care,Olay,95.93,95.93,0.0,3.1,43,4,42,True,2024-03-29,Amazon Warehouse,3.97,5x12x25,Pre-order
ASIN_000130,Neutrogena Beauty & Personal Care Product 130,Beauty & Personal Care,Neutrogena,49.1,49.1,0.0,4.3,17,6,62,True,2024-10-07,Third-party,2.32,27x31x4,In Stock
ASIN_000131,Gap Clothing Product 131,Clothing,Gap,142.41,105.79,25.7,4.2,42,3,97,True,2024-09-13,Amazon Warehouse,4.93,46x23x11,Pre-order
ASIN_000132,Ninja Home & Kitchen Product 132,Home & Kitchen,Ninja,422.94,214.93,49.2,3.5,30,1,47,True,2023-09-22,Amazon Warehouse,0.12,29x18x13,Pre-order
ASIN_000133,Unilever Health & Household Product 133,Health & Household,Unilever,12.05,12.05,0.0,4.7,292,52,174,False,2024-11-25,Third-party,1.62,34x16x5,In Stock
ASIN_000134,Maybelline Beauty & Personal Care Product 134,Beauty & Personal Care,Maybelline,47.49,47.49,0.0,3.6,7,4,82,False,2023-10-28,Amazon,2.47,44x16x24,Limited Stock
ASIN_000135,Samsung Electronics Product 135,Electronics,Samsung,897.46,897.46,0.0,3.6,34,4,29,True,2023-03-17,Amazon,1.44,26x48x4,Pre-order
ASIN_000136,Bosch Automotive Product 136,Automotive,Bosch,286.14,286.14,0.0,4.3,166,16,110,True,2024-10-09,Third-party,0.65,46x5x27,Limited Stock
ASIN_000137,Mobil Automotive Product 137,Automotive,Mobil,344.72,252.71,26.7,4.8,54,11,55,True,2024-01-17,Third-party,0.75,28x41x19,In Stock
ASIN_000138,Calvin Klein Clothing Product 138,Clothing,Calvin Klein,190.86,190.86,0.0,4.5,86,31,28,True,2024-03-06,Amazon Warehouse,0.22,24x22x20,In Stock
ASIN_000139,Ninja Home & Kitchen Product 139,Home & Kitchen,Ninja,74.95,74.95,0.0,4.9,70,14,85,False,2023-04-28,Amazon,0.35,43x32x5,In Stock
ASIN_000140,Tommy Hilfiger Clothing Product 140,Clothing,Tommy Hilfiger,221.33,221.33,0.0,4.5,52,7,74,True,2024-02-12,Amazon Warehouse,2.21,32x25x24,In Stock
ASIN_000141,Colgate Health & Household Product 141,Health & Household,Colgate,85.92,85.92,0.0,4.1,80,12,41,True,2023-07-15,Amazon Warehouse,0.19,5x5x17,Limited Stock
ASIN_000142,North Face Sports & Outdoors Product 142,Sports & Outdoors,North Face,144.71,144.71,0.0,4.3,6,0,58,True,2024-07-29,Amazon Warehouse,1.96,38x16x8,In Stock
ASIN_000143,HarperCollins Books Product 143,Books,HarperCollins,27.07,17.33,36.0,4.7,344,76,204,True,2023-09-02,Amazon,0.78,41x41x12,In Stock
ASIN_000144,Johnson & Johnson Health & Household Product 144,Health & Household,Johnson & Johnson,40.61,29.92,26.3,4.2,79,12,26,True,2024-07-16,Amazon Warehouse,0.49,25x48x23,Pre-order
ASIN_000145,Mobil Automotive Product 145,Automotive,Mobil,967.09,676.03,30.1,4.9,109,29,484,True,2024-06-03,Third-party,0.18,21x41x6,Pre-order
ASIN_000146,Bosch Automotive Product 146,Automotive,Bosch,908.8,908.8,0.0,4.7,46,9,20,False,2023-05-27,Amazon Warehouse,1.54,48x48x22,Pre-order
ASIN_000147,Hill's Pet Supplies Product 147,Pet Supplies,Hill's,174.07,174.07,0.0,2.8,40,7,84,True,2023-12-31,Amazon Warehouse,1.39,13x12x22,In Stock
ASIN_000148,Adidas Sports & Outdoors Product 148,Sports & Outdoors,Adidas,27.46,18.18,33.8,4.4,2,1,70,True,2023-12-15,Third-party,0.16,7x14x12,Pre-order
ASIN_000149,Chicco Baby Products Product 149,Baby Products,Chicco,195.28,195.28,0.0,4.2,99,12,44,True,2024-11-06,Third-party,2.51,44x27x11,Pre-order
ASIN_000150,Columbia Sports & Outdoors Product 150,Sports & Outdoors,Columbia,585.44,585.44,0.0,4.8,95,14,86,True,2023-01-13,Third-party,2.3,35x38x9,Limited Stock
ASIN_000151,Tommy Hilfiger Clothing Product 151,Clothing,Tommy Hilfiger,129.37,105.87,18.2,4.4,213,24,207,True,2023-12-03,Third-party,2.64,36x14x12,Pre-order
ASIN_000152,Nike Sports & Outdoors Product 152,Sports & Outdoors,Nike,661.61,463.39,30.0,3.2,9,1,39,False,2024-04-10,Amazon Warehouse,1.13,35x18x4,Pre-order
ASIN_000153,HP Electronics Product 153,Electronics,HP,310.97,310.97,0.0,4.0,0,3,35,False,2024-01-25,Amazon,0.67,33x32x13,Limited Stock
ASIN_000154,Colgate Health & Household Product 154,Health & Household,Colgate,83.54,83.54,0.0,4.7,343,108,132,True,2024-02-25,Amazon Warehouse,0.35,27x30x3,Limited Stock
